objid,ra,dec,u,g,r,i,z,veldisp,PetroRad_r,specobjid,redshift,deVRad_r,fracDev_r,expRad_r,SNoise,ptype,sclass
1.24E+18,195.4498988,27.35481464,19.43471,17.79414,17.10214,16.7886,16.6113,40.80276,8.219234,2.52E+18,0.02019958,12.01744,0.2101236,4.993628,13.4919,GALAXY,GALAXY
1.24E+18,194.826472,27.71573178,19.01295,17.44312,16.73638,16.38217,16.14339,40.89725,4.687795,2.52E+18,0.02225661,2.86131,0.8169506,1.775678,28.79192,GALAXY,GALAXY
1.24E+18,195.0464073,28.06524648,19.28296,17.69565,16.98452,16.62393,16.37693,41.05962,6.463664,2.52E+18,0.02454435,5.115169,0.4318944,2.413485,19.31966,GALAXY,GALAXY
1.24E+18,195.0840399,27.843494,19.14049,17.58034,16.89627,16.54598,16.32455,41.47903,7.182799,2.52E+18,0.02624773,7.945253,0.2908827,3.253954,21.1243,GALAXY,GALAXY
1.24E+18,194.6531293,27.84948206,19.77178,17.99343,17.25528,16.88105,16.56207,41.75192,4.976048,2.52E+18,0.02055939,3.635687,0.436499,1.891422,22.97385,GALAXY,GALAXY
1.24E+18,194.6576242,27.46395368,18.34377,16.49655,15.83989,15.63698,15.28954,41.83993,12.25337,2.52E+18,0.0209099,19.12624,0.1533076,7.494738,24.52518,GALAXY,GALAXY
1.24E+18,195.1390204,27.82424454,18.06081,16.42698,15.80813,15.49631,15.27099,41.95188,8.338126,2.52E+18,0.02734583,8.393758,0.5334314,3.922844,28.10203,GALAXY,GALAXY
1.24E+18,194.1618685,28.08115027,18.35228,16.63233,15.84505,15.48125,15.1912,41.95336,11.03375,2.52E+18,0.02704673,11.09396,0.3636284,4.862319,25.67793,GALAXY,GALAXY
1.24E+18,195.0256498,28.25218315,19.77466,17.59729,17.18436,17.06415,17.46061,42.1032,27.92749,2.52E+18,0.02121929,28.82665,0,9.280361,3.5617,GALAXY,GALAXY
1.24E+18,194.7206413,28.23382662,19.38689,17.88291,17.19398,16.83442,16.57788,42.24139,5.523591,2.52E+18,0.020241,5.117293,0.5147118,2.352385,13.86343,GALAXY,GALAXY
1.24E+18,194.4406079,27.42933755,18.42046,16.87297,16.25001,15.94055,15.72742,42.31896,8.696026,2.52E+18,0.02780965,12.16132,0.2632922,5.712615,25.97169,GALAXY,GALAXY
1.24E+18,195.6328216,27.93553598,18.09078,16.42575,15.80603,15.44982,15.19906,42.33709,7.459008,2.52E+18,0.022083,6.218699,0.5625126,3.162699,27.04884,GALAXY,GALAXY
1.24E+18,194.6829391,28.28267154,18.96346,17.1507,16.35448,16.01237,15.80816,42.38782,5.217468,2.52E+18,0.02544682,4.19485,0.25214,2.450056,34.47857,GALAXY,GALAXY
1.24E+18,194.3543947,28.49589284,18.89708,17.37725,16.69127,16.38356,16.26478,42.54884,10.68642,2.26E+18,0.02394781,19.17071,0,7.538013,11.06892,GALAXY,GALAXY
1.24E+18,195.2187537,27.80495995,20.35645,18.41306,17.70195,17.34931,17.17429,42.59463,5.726921,2.52E+18,0.02278867,6.470127,0.2020283,2.579663,13.44319,GALAXY,GALAXY
1.24E+18,195.4340656,28.21435901,18.78984,17.16603,16.42731,16.07814,15.77717,42.62934,4.40629,2.52E+18,0.02610355,4.107716,0.5028048,2.565427,33.54776,GALAXY,GALAXY
1.24E+18,195.1475925,27.94274429,18.98705,17.39641,16.70932,16.41291,16.20306,42.73051,8.676535,2.52E+18,0.02325009,9.370414,0.5559072,3.645557,15.71859,GALAXY,GALAXY
1.24E+18,194.9342188,27.86767815,18.71951,17.17581,16.45364,16.10726,15.83935,42.86372,7.605538,2.52E+18,0.02080937,7.317025,0.4098952,3.182949,26.70482,GALAXY,GALAXY
1.24E+18,194.9056305,27.33604741,18.3172,16.72877,16.01126,15.65217,15.39514,43.51422,8.420565,2.52E+18,0.0232575,8.062608,0.4583453,3.751274,21.98778,GALAXY,GALAXY
1.24E+18,194.758627,28.11566496,16.50936,15.55708,15.1328,14.84731,14.65287,43.81275,8.141971,2.52E+18,0.03141021,9.878038,0.1466824,4.604574,37.71086,GALAXY,GALAXY
1.24E+18,194.9076242,27.77682386,17.73292,16.13291,15.41132,15.06861,14.82254,44.24732,17.0443,2.52E+18,0.0226934,19.91554,0.7595177,7.514711,18.90988,GALAXY,GALAXY
1.24E+18,195.4021585,27.70793227,19.00535,17.41273,16.71266,16.38369,16.13731,44.67874,6.673794,2.52E+18,0.02639038,7.184117,0.4621987,3.698196,21.39906,GALAXY,GALAXY
1.24E+18,195.0602106,27.28072681,17.12661,16.03534,15.63762,15.357,15.1483,45.07322,9.03561,2.52E+18,0.03704246,12.32533,0.1017252,5.727571,25.68075,GALAXY,GALAXY
1.24E+18,194.7763181,27.49363103,19.92521,18.31671,17.66668,17.32169,17.10414,45.12656,5.042461,2.52E+18,0.0272337,4.922914,0.3432272,2.250823,15.31559,GALAXY,GALAXY
1.24E+18,194.084928,28.05081286,19.57306,17.87594,17.19715,16.85777,16.60353,45.23316,6.677889,2.52E+18,0.02536863,7.764332,0.09795506,3.169621,13.64244,GALAXY,GALAXY
1.24E+18,194.9785977,27.79600037,18.48148,16.80994,16.07125,15.70707,15.45016,45.34692,5.353374,2.52E+18,0.02750633,3.394129,0.6908944,1.992779,36.41342,GALAXY,GALAXY
1.24E+18,194.846474,28.48859861,17.38275,16.25607,15.80773,15.55946,15.36865,45.65854,7.492156,2.26E+18,0.0233463,9.693698,0.06084414,4.221812,24.53524,GALAXY,GALAXY
1.24E+18,194.3645274,28.43969957,18.67036,17.28683,16.68946,16.4071,16.18414,45.8379,7.7324,2.26E+18,0.02592708,8.864511,0.3081579,4.046022,17.82625,GALAXY,GALAXY
1.24E+18,194.5463042,27.8602645,19.62561,18.0745,17.34444,16.97582,16.67889,45.87216,3.9143,2.52E+18,0.02335937,2.554311,0.5418722,1.495701,17.14073,GALAXY,GALAXY
1.24E+18,195.0932448,27.62355208,18.58367,16.96885,16.23865,15.88159,15.64252,46.05805,6.727189,2.52E+18,0.02535635,7.500251,0.1874701,3.838337,25.96306,GALAXY,GALAXY
1.24E+18,194.1911222,28.05161876,17.92657,16.32305,15.56119,15.19794,14.90493,46.47602,11.82153,2.52E+18,0.02308207,7.939981,0.7581983,3.265819,29.28264,GALAXY,GALAXY
1.24E+18,195.0772741,28.09715433,19.1459,17.3939,16.70113,16.34504,16.08402,47.43399,8.521986,2.52E+18,0.02608,7.2178,0.4008144,2.984147,16.13902,GALAXY,GALAXY
1.24E+18,194.2330496,27.46239031,19.32906,17.66881,16.98835,16.63904,16.40911,47.46218,7.277201,2.52E+18,0.02539411,6.043196,0.7072905,2.794951,16.8375,GALAXY,GALAXY
1.24E+18,195.122312,28.45564291,19.30199,17.98062,17.37965,16.94968,16.91642,47.69468,7.332524,2.26E+18,0.02411931,12.28926,0.06046488,4.109087,11.15836,GALAXY,GALAXY
1.24E+18,194.5476303,27.93994828,18.4489,16.78122,16.05836,15.68917,15.44268,47.70766,5.56297,2.52E+18,0.02838481,2.914229,0.8587353,1.884689,38.5641,GALAXY,GALAXY
1.24E+18,194.922106,28.50719541,17.37988,15.73116,15.01024,14.66551,14.42318,47.88097,18.30093,2.26E+18,0.02748123,11.54331,0.9652482,5.583766,26.44032,GALAXY,GALAXY
1.24E+18,194.3405856,27.88042984,17.48276,15.94152,15.33476,15.02936,14.7987,48.18015,6.319079,2.52E+18,0.02480892,4.028811,0.8787643,2.856243,40.09249,GALAXY,GALAXY
1.24E+18,195.0076406,28.43481643,18.52795,16.91391,16.20926,15.84761,15.60797,48.26476,10.7799,2.26E+18,0.02699485,7.008108,0.8084773,3.096342,19.36419,GALAXY,GALAXY
1.24E+18,194.8970205,27.8636307,18.93044,17.26008,16.52156,16.17995,15.92107,48.28197,5.279684,2.52E+18,0.02098727,4.108294,0.4232047,2.057261,29.60113,GALAXY,GALAXY
1.24E+18,194.618366,27.55937822,17.6671,16.14495,15.59159,15.30937,15.07001,48.38765,6.445719,2.52E+18,0.02526216,5.948497,0.3496024,4.269364,44.65491,GALAXY,GALAXY
1.24E+18,194.8341545,28.07428201,19.02452,16.80056,16.01684,15.72006,15.49812,48.39619,7.002174,2.52E+18,0.02388773,3.843837,0.8820202,2.383002,35.37682,GALAXY,GALAXY
1.24E+18,194.5916373,27.89228329,18.49506,16.7664,16.02466,15.64814,15.35808,49.04048,7.777575,2.52E+18,0.02435052,7.124022,0.6968468,3.720871,25.2739,GALAXY,GALAXY
1.24E+18,194.9595227,28.14437426,18.74528,17.18441,16.49611,16.15265,15.8931,49.09762,6.466966,2.52E+18,0.0226042,6.374814,0.4886988,3.139012,21.04934,GALAXY,GALAXY
1.24E+18,194.8589427,28.28754171,18.1334,16.53447,15.86397,15.52732,15.27748,49.31873,5.695662,2.52E+18,0.02667863,4.329446,0.7537251,2.662193,37.84768,GALAXY,GALAXY
1.24E+18,194.4423216,27.75702778,17.3373,15.61858,14.86883,14.51494,14.24578,49.3535,15.80941,2.52E+18,0.02044867,16.63171,0.3849645,9.15824,35.13363,GALAXY,GALAXY
1.24E+18,195.2967536,27.7425054,19.5843,18.08602,17.38565,17.08125,16.81864,50.38679,7.495268,2.52E+18,0.0245768,5.886728,0.6923317,2.777085,9.93816,GALAXY,GALAXY
1.24E+18,195.3133434,27.66922387,18.82668,17.17133,16.45309,16.10232,15.8484,50.62882,7.05074,2.52E+18,0.02355825,7.271061,0.4479844,3.826487,25.3863,GALAXY,GALAXY
1.24E+18,194.4904954,28.06177994,16.96789,15.87782,15.39091,15.10506,14.89471,50.83282,12.19748,2.52E+18,0.02713996,14.68228,0.1434879,5.503302,26.01438,GALAXY,GALAXY
1.24E+18,194.3241924,27.81092177,17.54705,16.02658,15.49689,15.24889,15.06039,51.09274,7.083467,2.52E+18,0.02383198,6.934409,0.2193059,3.953853,40.65842,GALAXY,GALAXY
1.24E+18,194.71175,28.00699354,20.11511,18.50638,17.81535,17.45576,17.21736,51.15014,5.26529,2.52E+18,0.02490416,4.203909,0.4120503,1.981498,16.14433,GALAXY,GALAXY
1.24E+18,194.8836526,27.7204549,20.10193,18.32539,17.60911,17.27211,17.04726,51.40021,10.64165,2.52E+18,0.02561127,12.27611,0.1867658,3.944558,6.490022,GALAXY,GALAXY
1.24E+18,194.8392091,27.97356361,18.77449,17.0782,16.37422,16.0253,15.77668,51.42183,6.015006,2.52E+18,0.020206,6.185779,0.3966124,3.18385,29.43766,GALAXY,GALAXY
1.24E+18,194.5822016,28.09484175,19.58189,17.54148,17.19524,17.09835,17.2716,51.96042,12.57697,2.52E+18,0.02392415,20.06636,0,7.182277,6.407785,GALAXY,GALAXY
1.24E+18,194.4606651,27.64373336,19.10955,17.49312,16.7857,16.44118,16.21021,52.27267,6.013609,2.52E+18,0.02271923,4.154403,0.5819378,2.00713,16.76593,GALAXY,GALAXY
1.24E+18,194.5404096,27.54942131,18.87683,17.21804,16.45515,16.08868,15.77176,53.09317,5.618852,2.52E+18,0.02326917,5.115221,0.328296,2.556303,32.32666,GALAXY,GALAXY
1.24E+18,194.8375503,28.44147715,19.23372,17.63666,16.90881,16.56899,16.32354,53.17717,7.139998,2.26E+18,0.02189435,7.949426,0.4321005,3.740304,17.47614,GALAXY,GALAXY
1.24E+18,195.0236724,27.92646373,20.1095,18.31403,17.74396,17.43548,17.26918,53.21178,6.178101,2.52E+18,0.02653266,8.986013,0.02209392,3.483352,9.328162,GALAXY,GALAXY
1.24E+18,195.3012022,27.60447574,18.00761,16.24001,15.4779,15.11119,14.8508,53.30494,9.600695,2.52E+18,0.02519144,9.447919,0.4955297,5.902462,32.98312,GALAXY,GALAXY
1.24E+18,195.0125066,28.2403103,18.41486,16.8496,16.23671,15.93908,15.69567,53.37997,7.121545,2.52E+18,0.0256863,2.768022,1,1.828857,37.95241,GALAXY,GALAXY
1.24E+18,194.8816672,28.10053729,23.04523,18.35041,17.60965,17.348,17.95424,54.59776,6.605092,2.52E+18,0.02477923,6.37473,0.2850064,2.817489,10.59303,GALAXY,GALAXY
1.24E+18,195.8026385,28.17249816,18.22707,16.6036,15.90899,15.56959,15.33737,54.85074,9.054269,2.52E+18,0.02425432,9.902617,0.5016578,4.181529,22.25754,GALAXY,GALAXY
1.24E+18,195.0828231,28.43922844,19.92065,18.45471,17.78102,17.47475,17.30904,55.03092,6.776575,2.26E+18,0.02369337,7.939473,0.2756038,3.248737,8.695557,GALAXY,GALAXY
1.24E+18,194.5776162,27.31082221,17.47034,16.52111,16.02074,15.76517,15.44152,55.27194,7.654479,2.52E+18,0.0247218,9.892523,0.1127438,4.375265,23.64798,GALAXY,GALAXY
1.24E+18,195.0261648,27.30071307,17.54469,15.84652,15.14875,14.79543,14.54685,55.81675,12.91726,2.52E+18,0.02625441,11.46994,0.5855128,5.091084,32.51933,GALAXY,GALAXY
1.24E+18,195.7357153,28.07039417,16.93141,15.23874,14.50446,14.15389,13.85584,56.36403,12.96596,2.52E+18,0.02588479,12.15783,0.6056399,6.223713,36.8408,GALAXY,GALAXY
1.24E+18,194.3260513,27.74735803,18.87364,17.405,16.76592,16.47073,16.22467,56.5494,13.37089,2.52E+18,0.02287642,23.32605,0.06000672,7.124981,8.049701,GALAXY,GALAXY
1.24E+18,195.5464189,28.45661393,18.97435,17.07325,16.35019,16.05898,15.77644,56.70071,10.93302,2.26E+18,0.02048302,10.77805,0.4092714,4.374992,10.2561,GALAXY,GALAXY
1.24E+18,194.8637728,27.78505255,19.19113,17.50492,16.78879,16.43806,16.15643,57.24213,7.064419,2.52E+18,0.02195326,9.8419,0.1982642,4.404449,18.43657,GALAXY,GALAXY
1.24E+18,195.0182947,28.60348249,17.74743,16.16939,15.44885,15.12083,14.83267,57.41233,14.56217,2.26E+18,0.02274294,15.743,0.359287,6.751611,20.23688,GALAXY,GALAXY
1.24E+18,194.4862577,27.4426038,18.82991,17.84995,17.45075,17.23432,16.94928,57.5146,7.916195,2.52E+18,0.025682,8.602611,0.3390644,3.573388,10.15965,GALAXY,GALAXY
1.24E+18,195.3544803,28.67722536,16.12578,14.98388,14.47125,14.19452,13.97057,57.81583,16.34177,2.26E+18,0.02915233,19.14708,0.03081932,8.408886,24.06894,GALAXY,GALAXY
1.24E+18,194.7981019,28.00926701,19.17675,17.30536,16.57413,16.2045,15.9404,57.87287,5.932811,2.52E+18,0.022995,4.540128,0.4997396,2.320151,21.39722,GALAXY,GALAXY
1.24E+18,195.2282129,27.84200788,18.64128,16.97364,16.25338,15.89612,15.647,58.1628,3.954325,2.52E+18,0.02362565,2.63184,0.8009024,1.730362,36.07217,GALAXY,GALAXY
1.24E+18,195.2129007,27.74298507,19.12906,17.49858,16.79528,16.47261,16.29415,58.38803,8.643527,2.52E+18,0.02713366,10.8834,0.2791866,4.508206,19.52709,GALAXY,GALAXY
1.24E+18,194.2689357,27.77301125,17.81288,16.39019,15.68301,15.32395,15.02134,58.9642,8.026854,2.52E+18,0.02512812,11.59445,0,5.292686,31.47347,GALAXY,GALAXY
1.24E+18,194.4614818,27.49086441,20.01729,18.19199,17.41636,17.03731,16.74716,59.14079,2.746625,2.52E+18,0.0245225,1.403885,0.6065242,1.036029,19.31859,GALAXY,GALAXY
1.24E+18,194.3404341,27.47485297,20.20686,18.41306,17.46224,17.04635,16.9479,59.14968,2.816589,2.52E+18,0.02316848,1.182618,0.79981,0.9473307,21.41951,GALAXY,GALAXY
1.24E+18,195.6331846,28.43932325,18.22385,16.55205,15.79622,15.43191,15.1915,59.40216,10.82721,2.26E+18,0.01990046,11.51915,0.3856322,5.585582,21.16196,GALAXY,GALAXY
1.24E+18,194.7276485,27.79561683,18.80223,17.19507,16.44958,16.08841,15.81959,60.63052,6.963673,2.52E+18,0.02158206,6.374354,0.4117105,3.00908,28.53014,GALAXY,GALAXY
1.24E+18,195.0254351,27.97830067,16.67795,14.87184,14.17511,13.99519,13.80917,60.6679,44.91558,2.52E+18,0.0254602,29.67596,0.8649749,17.03488,40.51127,GALAXY,GALAXY
1.24E+18,195.094589,28.57447467,18.12662,16.55878,15.85031,15.5539,15.31279,60.86845,15.19242,2.26E+18,0.02158592,14.2142,0.5501224,5.539659,13.39886,GALAXY,GALAXY
1.24E+18,194.9221463,27.65982622,17.49995,15.81591,15.03935,14.64811,14.39596,60.93346,15.42334,2.52E+18,0.02251487,11.343,0.7628311,4.951799,32.07546,GALAXY,GALAXY
1.24E+18,195.368603,27.92654398,18.99097,17.40977,16.7068,16.36063,16.11565,61.24744,5.029346,2.52E+18,0.02510528,3.860234,0.634263,2.216742,23.1172,GALAXY,GALAXY
1.24E+18,194.1423519,27.6873366,18.73346,16.93762,16.17182,15.79902,15.51535,62.61574,5.995951,2.52E+18,0.02294773,5.11676,0.6414609,3.019228,34.80504,GALAXY,GALAXY
1.24E+18,194.1496978,27.71882813,19.0566,17.42796,16.72316,16.39631,16.14829,62.6203,8.679996,2.52E+18,0.02242385,9.748341,0.277324,3.85868,15.7726,GALAXY,GALAXY
1.24E+18,195.1547513,28.66411788,18.22446,17.1189,16.60123,16.36687,16.17508,62.68153,6.454981,2.26E+18,0.02360363,6.674744,0.4653107,3.100453,16.2902,GALAXY,GALAXY
1.24E+18,195.233046,27.89849961,18.64964,17.06983,16.38913,16.02503,15.81031,63.35252,12.48199,2.52E+18,0.02007744,15.34828,0.435111,5.026748,11.8947,GALAXY,GALAXY
1.24E+18,194.1601892,27.57094322,19.67428,18.20459,17.5195,17.17727,16.92149,63.37937,5.070779,2.52E+18,0.02537161,5.941929,0.2861564,2.990347,14.53937,GALAXY,GALAXY
1.24E+18,194.5146582,27.68244844,18.9866,17.20161,16.40154,16.01726,15.71457,63.52544,5.091602,2.52E+18,0.02412642,3.771018,0.5866236,2.339162,24.75509,GALAXY,GALAXY
1.24E+18,195.0742256,27.38751615,17.26564,15.91803,15.36691,15.06434,14.80757,63.52816,9.642858,2.52E+18,0.03678413,9.201132,0.3314986,4.719265,33.83467,GALAXY,GALAXY
1.24E+18,195.5043216,27.65296927,17.45659,15.73358,14.99272,14.62645,14.35407,63.53748,10.33749,2.52E+18,0.02364652,8.103806,0.7058685,4.643669,35.71483,GALAXY,GALAXY
1.24E+18,194.8183733,27.15807883,17.46684,15.88163,15.14285,14.78018,14.51114,63.70478,8.937346,2.52E+18,0.02232145,6.88627,0.6756199,3.816689,40.71423,GALAXY,GALAXY
1.24E+18,195.2757999,27.39782581,18.1636,16.53544,15.84226,15.48636,15.20815,64.1722,10.43896,2.52E+18,0.02706441,5.409339,1,2.944648,27.33619,GALAXY,GALAXY
1.24E+18,194.9341773,27.95841345,18.30467,16.5683,15.8296,15.47243,15.20077,65.63782,5.635758,2.52E+18,0.02303317,4.470431,0.5318755,3.042682,38.54379,GALAXY,GALAXY
1.24E+18,194.4011309,28.23340141,19.1008,17.64679,17.02964,16.6719,16.43798,65.74278,13.29551,2.52E+18,0.02275065,16.36003,0.2265994,5.654662,7.49433,GALAXY,GALAXY
1.24E+18,195.7388487,28.37560032,19.21198,17.8749,17.20774,16.90726,16.79021,66.17918,15.74438,2.26E+18,0.02951606,15.35118,0.3142503,4.892434,6.837937,GALAXY,GALAXY
1.24E+18,194.5031395,27.4539876,19.08732,17.39475,16.64028,16.27065,15.96128,66.61783,4.531589,2.52E+18,0.02561549,3.777025,0.3891839,2.115308,26.85473,GALAXY,GALAXY
1.24E+18,195.1577534,28.0579667,16.54405,15.47385,14.99273,14.64802,14.30968,66.94981,10.05932,2.52E+18,0.02552748,14.51743,0.01745602,6.820326,32.15676,GALAXY,GALAXY
1.24E+18,194.9590909,27.9126353,19.71703,18.18306,17.48249,17.13521,16.91094,67.02921,6.799743,2.52E+18,0.02417115,7.940629,0.1514583,3.069375,12.73523,GALAXY,GALAXY
1.24E+18,194.8575725,28.18698129,18.89708,17.21086,16.48006,16.11527,15.84747,67.39078,5.006996,2.52E+18,0.02576436,2.046471,1,1.476166,31.39391,GALAXY,GALAXY
1.24E+18,194.8340569,27.88599211,17.58059,15.90685,15.17795,14.81943,14.5238,67.53096,8.177996,2.52E+18,0.02162358,6.905388,0.5709893,3.905467,44.04598,GALAXY,GALAXY
1.24E+18,194.3774628,27.54302583,19.29375,17.52091,16.75285,16.36508,16.07966,68.12895,3.981798,2.52E+18,0.02552229,2.301065,0.7734196,1.518243,25.94354,GALAXY,GALAXY
1.24E+18,195.1034258,27.92662172,18.66323,17.21554,16.5515,16.21543,15.95043,68.90192,9.414397,2.52E+18,0.02652961,10.60795,0.5201306,4.140029,15.78936,GALAXY,GALAXY
1.24E+18,195.5005883,27.78271291,16.86115,15.37493,14.90571,14.66898,14.48319,69.2577,6.004042,2.52E+18,0.02374067,3.909934,0.8973629,3.199418,49.13631,GALAXY,GALAXY
1.24E+18,195.7476625,28.27535445,18.94056,17.30079,16.54285,16.17118,15.92936,69.63024,3.792998,2.52E+18,0.02390798,2.202311,0.8317116,1.586707,30.01176,GALAXY,GALAXY
1.24E+18,195.4515631,27.60396192,17.69988,15.99622,15.24433,14.87834,14.62238,69.91605,7.821228,2.52E+18,0.02745315,6.824133,0.6514285,4.22907,39.54247,GALAXY,GALAXY
1.24E+18,195.0731368,27.7844203,19.04902,17.5081,16.85357,16.51737,16.29462,70.35377,11.96739,2.52E+18,0.0232499,9.893403,0.5404241,3.667569,9.055847,GALAXY,GALAXY
1.24E+18,194.5384408,28.70856121,16.81531,15.2304,14.55632,14.20189,13.91234,70.56204,19.3005,2.26E+18,0.02536839,29.59815,0.2014731,12.4887,25.86882,GALAXY,GALAXY
1.24E+18,195.8555444,28.01399383,17.1602,15.45934,14.74765,14.39715,14.09996,70.67484,12.24806,2.52E+18,0.02654376,11.52793,0.5162926,6.307955,33.88325,GALAXY,GALAXY
1.24E+18,194.9587694,27.92483558,18.3735,16.70605,15.92632,15.55098,15.26732,70.73865,6.312543,2.52E+18,0.03279741,4.288744,0.8142077,2.404114,32.33714,GALAXY,GALAXY
1.24E+18,194.7894262,28.04093209,18.85246,17.05388,16.28873,15.901,15.61143,71.0132,7.00492,2.52E+18,0.02404518,5.6618,0.6658484,3.138111,25.41018,GALAXY,GALAXY
1.24E+18,195.1354836,27.7661419,17.93314,16.13814,15.40846,15.02367,14.73187,71.0376,9.193759,2.52E+18,0.02225512,6.565607,0.9389522,3.824377,41.30402,GALAXY,GALAXY
1.24E+18,195.5596438,28.35264489,17.0506,15.47332,14.77363,14.42742,14.15997,71.41851,17.97758,2.26E+18,0.02884664,14.75804,1,6.987634,27.76511,GALAXY,GALAXY
1.24E+18,194.5575087,28.18254541,16.91628,15.24012,14.50901,14.12917,13.87185,73.73624,16.85486,2.52E+18,0.02395133,14.88815,0.8127459,7.483437,43.34311,GALAXY,GALAXY
1.24E+18,195.1434477,27.93469199,19.02162,17.39121,16.6987,16.42503,16.16378,73.84322,9.425002,2.52E+18,0.02923246,9.01279,0.4610757,3.510405,11.89935,GALAXY,GALAXY
1.24E+18,195.6601811,28.11457102,17.30565,15.4986,14.69735,14.31001,14.00774,73.88226,21.54812,2.52E+18,0.02488411,13.31169,1,8.615552,34.20797,GALAXY,GALAXY
1.24E+18,194.2680825,27.52593905,18.4956,16.95411,16.21987,15.85314,15.57376,74.19688,8.095434,2.52E+18,0.02770373,10.57169,0.1343914,4.88138,22.53046,GALAXY,GALAXY
1.24E+18,195.0526094,27.78182054,17.86503,16.16991,15.489,15.13841,14.89592,74.80917,9.967097,2.52E+18,0.02337322,5.379975,1,2.93869,39.25298,GALAXY,GALAXY
1.24E+18,195.2876446,28.35978229,17.39218,15.78957,15.09277,14.74303,14.44789,75.26656,10.43876,2.52E+18,0.02301273,4.321825,1,3.688223,44.88262,GALAXY,GALAXY
1.24E+18,195.8448706,27.9359619,17.36303,15.68189,14.92765,14.56604,14.26775,75.62556,10.21414,2.52E+18,0.02009697,7.309386,0.9013258,4.524757,37.76482,GALAXY,GALAXY
1.24E+18,194.2948136,27.40490237,17.16602,15.51064,14.78972,14.43695,14.1796,76.01503,11.18351,2.52E+18,0.0206777,6.846192,0.9923978,4.715382,47.61441,GALAXY,GALAXY
1.24E+18,194.2182205,28.18811468,19.675,18.12486,17.46208,17.16986,17.02707,76.09844,10.95268,2.52E+18,0.0216317,15.34967,0,5.07487,5.91466,GALAXY,GALAXY
1.24E+18,194.3477707,27.76627852,17.23382,15.56406,14.80329,14.44834,14.15511,76.86564,15.91085,2.52E+18,0.03044434,10.74881,1,5.835977,42.86565,GALAXY,GALAXY
1.24E+18,195.1859757,28.10063624,17.84306,16.07844,15.32229,14.93665,14.64726,77.41042,6.317355,2.52E+18,0.0220089,4.463411,0.7624691,3.273169,44.54331,GALAXY,GALAXY
1.24E+18,194.8345903,27.4352372,19.3887,17.95616,17.29832,16.94929,16.72861,77.48684,9.591846,2.52E+18,0.02567134,7.250475,0.8423737,2.886461,10.73396,GALAXY,GALAXY
1.24E+18,194.9977883,27.94057148,19.31632,17.94934,17.2512,16.92708,16.75276,77.57319,9.347863,2.52E+18,0.0203727,8.970001,0.3146178,3.603683,11.10275,GALAXY,GALAXY
1.24E+18,194.7502923,27.96747448,18.11086,16.35721,15.58996,15.21711,14.94421,77.89663,6.757522,2.52E+18,0.0277459,3.979401,0.9433649,2.803117,43.54407,GALAXY,GALAXY
1.24E+18,195.5328307,27.64829768,15.99498,14.81629,14.27526,14.00486,13.75822,78.66027,13.4025,2.52E+18,0.02301196,9.369132,0.7382468,5.833972,42.33689,GALAXY,GALAXY
1.24E+18,194.8607997,27.99846915,18.09124,16.33075,15.57279,15.18918,14.90816,79.76735,5.972659,2.52E+18,0.02224383,4.021479,0.8274752,2.441947,42.73723,GALAXY,GALAXY
